chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_289,243,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=89#h5p-182
Homework 6-6
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=89#h5p-183
Homework 6-7
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
BUDGETING | 227"
Principles-of-Managerial-Accounting-profitability::chunk_290,244,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=89#h5p-98
228 | BUDGETING"
Principles-of-Managerial-Accounting-profitability::chunk_291,245,"7.
FLEXIBLE BUDGETING
AND PERFORMANCE
EVALUATION
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 229"
Principles-of-Managerial-Accounting-profitability::chunk_292,246,"Learning Objectives LO
LO1 Describe planning budgets
LO2 Prepare a planning budget
LO3 Describe the limitations of planning budgets
LO4 Prepare a flexible budget
230 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_293,247,"LO5 Prepare a flexible budget performance
evaluation report
LO6 Calculate and analyze activity variances
LO7 Calculate and analyze revenue and spending
variances
Planning budgets LO1
A planning budget is a detailed financial plan for future time
periods. An organization’s collection of planning budgets is
known as the master budget. The master budget and the
processes used to create the planning budgets contained in
the master budget are covered in detail in chapter 6. Planning
budgets are prepared before the budgeted time period begins.
For this reason, the amounts used to construct the planning
budgets are estimates, not actual amounts. Organizations use
historical data along with sales and production projections to
make the estimates used in the planning budgets.
Estimated sales typically drive an organization’s revenue,
expense, and profit projections. Cost formulas and revenue"
Principles-of-Managerial-Accounting-profitability::chunk_294,247,"Estimated sales typically drive an organization’s revenue,
expense, and profit projections. Cost formulas and revenue
formulas are use d to c ompute the individual amounts
forecasted in the planning budgets. A cost formula is used to
predict the expected cost for a specific expenditure. A revenue
formula is used to predict expected revenue for a given level of
sales activity.
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 231"
Principles-of-Managerial-Accounting-profitability::chunk_295,248,"The cost and rev enue formulas used for budgeting are
developed b ased on c ost or rev enue beha vior. Costs and
revenues are classified into one of thre e categories of cost
behavior—variable, fixed, or mixed. Variable costs or revenues
are the same amount per unit, but the total amount depends
on quantity. Fixed costs or revenues are the same in total
regardless of quantity , but the per unit amount changes
depending on the quantity. And mixed costs or revenues have
both a variable and a fixed component.
Variable and mixed revenue formulas and cost formulas are
driven b y an activity driver, such as e xpected sales or
production. Most revenues are considered variable, so only
costs are discussed in the following category descriptions.
Variable costs. The cost formula for a variable cost is the
cost per unit times the activity driving the cost, usually sales"
Principles-of-Managerial-Accounting-profitability::chunk_296,248,"cost per unit times the activity driving the cost, usually sales
or production. For example, assume that shipping costs are
$4 for every unit sold. Shipping is a variable cost since it is
always $4 per unit, but the total depends on how many units
are sold. The cost formula for shipping would be $4 per unit
sold, which is noted as $4Q, where Q equals the activity driver,
quantity sold in this case.
Fixed costs. The cost formula for fixed costs is a lump sum
amount. For example, assume that rent expense is $2,000 a
month. The cost formula for rent would be $2,000 per month
in total. However, if the cost for rent is allocated to the units
produced or sold, the per unit amount for rent will change
depending on the quantity sold or produced. For example, if
232 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_297,249,"production is 100 units, rent expense is allocated as $2,000
/ 100 units = $20 per unit. However, if production is 1,000
units, rent expense is allocated as $2,000 / 1,000 units = $2 per
unit. Regardless of quantity, the total is always $2,000.
Mixed costs. The cost formula for mixed costs has both a
variable and a fixed component. Utilities are a good example
of a mixed cost. Typically, utility companies charge a fixed
monthly fee plus a charge per unit for the services used. For
example, assume that electricity is $50 per month plus $0.25
per kilowatt used. The cost formula for electricity would be
$50 plus $0.25 times the quantity used, which is noted as $50
+ $0.25Q, where Q equals the activity driver, kilowatts in this
case.
Prepare a planning budget
LO2
Before a p lanning budget c an be prep ared, the revenue
formulas and cost formulas necessary to c omplete the"
Principles-of-Managerial-Accounting-profitability::chunk_298,249,"LO2
Before a p lanning budget c an be prep ared, the revenue
formulas and cost formulas necessary to c omplete the
particular budget need to be compiled. This chapter will focus
on the budgete d income statement. An inc ome statement
shows an organization’s revenues less its expenses to arrive at
net operating income or net operating loss. On atraditional
income statement, costs or expenses are classified asproduct
or period.
The example of Healthy Mats is used to illustrate how a
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 233"
Principles-of-Managerial-Accounting-profitability::chunk_299,250,"planning budget is prepared. Amara designed a PEMF therapy
mat. The PEMF mat emits lo w-frequency w aves. PEMF
therapy is a nonp harmaceutical interv ention f or treating
chronic pain, acute injuries, and overall cellular regeneration.
The revenue formula and cost formulas for Healthy Mats’
budgeted income statement are given in Exhibit 7-1.
Exhibit 7-1 Healthy Mats revenue and costs formulas
for the planning budget income statement
Amara uses the revenue and cost formulas given in Exhibit
7-1 to compile the planning budget income statement.Amara
estimates that she will sell 700 units in De cember. The
planning budget income statement is provided in Exhibit 7-2
below.
Variable revenue and costs. The revenue formula and cost
formulas for sales ($150Q), cost of goods sold ($60Q), and
shipping expense ($12Q) are variable. Total revenue or cost"
Principles-of-Managerial-Accounting-profitability::chunk_300,250,"formulas for sales ($150Q), cost of goods sold ($60Q), and
shipping expense ($12Q) are variable. Total revenue or cost
234 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_301,251,"is calculated as the per unit amount times estimate d sales
quantity, 700 units in this case. Total sales revenue is 700 x
$150 = $105,000, and total cost of goods sold is 700 x $60 =
$42,000.
Fixed costs. Since the cost formulas for wages and salaries,
employee benefits, rent expense, and insurance expense are
fixed, total costs are given. Fixed costs do not change in relation
to changes in sales activity.
Mixed costs. The cost formulas for utilities expense and
office expenses are mixed, so they have a fixed and a variable
component. The fixed component does not change in relation
to sales quantity; ho wever, the v ariable c omponent does
change in relation to sales quantity. The total cost for utilities
expense is $200 + (700 x $0.20) = $340, and the total cost for
office expenses is $6,000 + (700 x $2) = $7,400.
Exhibit 7-2 Hea lthy Ma ts planning bu dget i ncome
statement"
Principles-of-Managerial-Accounting-profitability::chunk_302,251,"office expenses is $6,000 + (700 x $2) = $7,400.
Exhibit 7-2 Hea lthy Ma ts planning bu dget i ncome
statement
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 235"
Principles-of-Managerial-Accounting-profitability::chunk_303,252,"Video Illustration 7-1:
Preparing a planning budget
income statement LO2
Vera, a self-trained chef, opened a new
restaurant called Vera’s Vittles in a historic, inner-
city neighborhood. Her menu showcases classic
Southern dishes passed down from her great
236 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_304,253,"grandmother. Since opening approximately two
years ago, the restaurant has received rave local
reviews and was recently named the best
Southern restaurant in the city. At the end of
December, Vera wants to prepare a planning
budgeted income statement for the upcoming
month, January. Her revenue formula and cost
formulas are given in the chart below. Vera
estimates approximately 2,000 diners will eat at
the restaurant in January. Prepare a planning
budgeted income statement for Vera’s Vittles for
the month of January.
Exhibit 7-3 Preparing a planning budget
income statement video explanation
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 237"
Principles-of-Managerial-Accounting-profitability::chunk_305,254,238 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION
Principles-of-Managerial-Accounting-profitability::chunk_306,255,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+Video+Illustration+7-1/1_9m90krg7
Check your understanding LO 1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 239"
Principles-of-Managerial-Accounting-profitability::chunk_307,256,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-198
Limitations of planning
budgets LO3
Planning budgets are helpful in the planning and controlling
phases of operations but not as useful f or perf ormance
evaluation. During the planning phase, these budgets are used
by management to help plan operations, including activities
such as sche duling production, purchasing materials, and
making capital investments. And during the controlling phase,
planning budgets set f orth rev enue targets and spending
limitations.
It is usually not appropriate to use a planning budget
during the performance evaluation phase of operations. The
reason is that the actual quantity sold or produced is rarely
the same as the estimated quantity projected in the planning
budget. Performance evaluation occurs at the end of the
budget cycle and is the process of comparing the budgeted"
Principles-of-Managerial-Accounting-profitability::chunk_308,256,"budget. Performance evaluation occurs at the end of the
budget cycle and is the process of comparing the budgeted
240 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_309,257,"estimates to the actual results. While p lanning budget
quantities are usually close to actual results, it is nearly
impossible to predict the actual sales quantity and costs before
the period begins. If the planning budget and actual results
are based on different sales quantities, they cannot be directly
compared.
The example of Healthy Mats is continued to illustrate the
limitations of using p lanning budgets f or perf ormance
evaluation. Assume that the company actually sold 750 units
during January. At the beginning of January, Amara generated
the actual inc ome statement sho wing the actual rev enue
earned and expenses incurred. The planning budget income
statement and the actual income statement are provided in
Exhibit 7-4.
Exhibit 7-4 Hea lthy Ma ts planning bu dget i ncome
statement and actual income statement
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 241"
Principles-of-Managerial-Accounting-profitability::chunk_310,258,"Refer to Exhibit 7-4 above. Since the actual sales quantity
is higher than the planned sales quantity, it makes sense that
both actual revenue and expenses are higher than the budgeted
amounts. However, it is difficult to determine ho w much
higher revenue and expenses should be in the actual income
statement. Ac cordingly, it is difficult to determine if the
revenue targets and expense limitations were achieved, not
achieved, or exceeded.
Video Illustration 7-2:
Incompatibility of planning
budgets and actual results
for performance evaluation
LO3
Assume that on February 1st Vera ran the below
accounting report from her computerized
accounting system showing the actual income
statement for the month of January. The report
includes the actual revenue collected from
customers and the actual cash paid for
expenses. During January, Vera actually served"
Principles-of-Managerial-Accounting-profitability::chunk_311,258,"customers and the actual cash paid for
expenses. During January, Vera actually served
2,400 diners. Can you evaluate Vera’s actual
242 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_312,259,"performance against the planning budget
prepared in December?
Exhibit 7-5 Planning budgeted income
statement and actual income statement
video explanation
Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+Video+Illustration+7-2/1_g1b3gr8g
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 243"
Principles-of-Managerial-Accounting-profitability::chunk_313,260,"Check your understanding LO2
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-117
Prepare a flexible budget LO4
Planning budgets are prepared before the period begins and
are based on the planned level of activity for the period. The
actual level of activity, as well as the actual financial results,
are known after the period is over. If the planned activity is
different from the actual activity, the planning budget cannot
be used to evaluate performance during the period. Instead, a
flexible budget must be prepared for performance evaluation.
A flexible budget is the planning budget forecasted using
the actual level of activity instead of the p lanned level of
244 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_314,261,"activity. The flexible budget uses the same cost formulas as the
planning budget but is prepared using the actual sales quantity
as the activity driver. The flexible budget adjusts revenue
and expenditure targets to match the actual level of activity.
Reforecasting enables the user to c ompare flexible budget
targets to actual results and evaluate actual performance.
The flexible budget income statement for Healthy Mats is
provided in Exhibit 7-6. The fle xible budget uses actual
quantity with the planning revenue and cost formulas given in
Exhibit 7-1 above. The company actually sold 750 units during
January.
Exhibit 7-6 Hea lthy Ma ts flexi ble bu dget i ncome
statement
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 245"
Principles-of-Managerial-Accounting-profitability::chunk_315,262,"Video Illustration 7-3:
Preparing a flexible budget
income statement LO4
In December, Vera estimated approximately
2,000 diners would eat at the restaurant in
January. She prepared a planning budget based
on 2,000 diners. During January, Vera actually
246 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_316,263,"served 2,400 diners. Her revenue formula and
cost formulas are given in the chart below.
Prepare a flexible budgeted income statement.
Exhibit 7-7 Preparing a flexible budget
income statement video explanation
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 247"
Principles-of-Managerial-Accounting-profitability::chunk_317,264,248 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION
Principles-of-Managerial-Accounting-profitability::chunk_318,265,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+Video+Illustration+7-3/1_cn0vlkwb
Check your understanding LO3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 249"
Principles-of-Managerial-Accounting-profitability::chunk_319,266,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-111
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-112
Prepare a flexible budget
performance evaluation
report LOs 5,6,7
Flexible budget variances are use d in the perf ormance
evaluation phase. A variance is any discrepancy found when
two or more items are compared. Flexible budget variances
are the discrepancies between the planning budget, flexible
budget, and actual operating results.
250 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_320,267,"There are tw o main types of v ariances evaluated when
flexible budgets are analyze d—activity v ariances and
revenue and spending variances. Variances are classified as
favorable or unfavorable depending on the perceived effect of
the difference on the organization. For example, a variance
indicating an inc rease in rev enue is c onsidered f avorable,
whereas a v ariance indic ating an inc rease in e xpenses is
considered unfavorable.
Activity v ariances are the diff erence betw een the
planning budget and theflexible budget. Activity variances
are solely the result of changing the activity level from the
planning quantity used for the planning budget to the actual
quantity used for the flexible budget.
Revenue and spending v ariances are the diff erence
between the flexible budget and the actual financial results.
Revenue and spending variances are used to evaluate how well"
Principles-of-Managerial-Accounting-profitability::chunk_321,267,"Revenue and spending variances are used to evaluate how well
the organization achieved revenue, cost, and profit targets.
A flexible budget performance evaluation report shows the
planning budget, fle xible budget, actual results, activity
variances, and revenue and spending variances. The flexible
budget performance evaluation report for Healthy Mats is
provided in Exhibit 7-8 and discussed below.
Exhibit 7-8 Hea lthy Ma ts flexi ble bu dget
performance evaluation report
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 251"
Principles-of-Managerial-Accounting-profitability::chunk_322,268,"Analyzing activity variances LO6
As stated above, activity variances are the difference between
the planning budget and the flexible budget. Activity
variances are solely the result of changing the activity level
from the planning quantity used for the planning budget to
the actual quantity used for the flexible budget. To calculate
the activity variances, subtract the planning budget amount
and the flexible budget amount. All variances are shown as
positive numbers even if the resulting calculation is negative.
For example, the activity v ariance for sales is $105,000 –
112,500 = $7,500, the cost of goods sold activity variance is
$42,000 – 45,000 = $3000, and so forth.
Activity variances are classified as favorable or unfavorable
depending on the perceived effect of the difference on the
organization. For example, Amara planned to earn $105,000 in"
Principles-of-Managerial-Accounting-profitability::chunk_323,268,"depending on the perceived effect of the difference on the
organization. For example, Amara planned to earn $105,000 in
sales revenue. However, she sold more units than planned, so
her projected revenue is $7,500 higher. Since projected revenue
252 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_324,269,"for the actual number of units so ld is more than planned
revenue, the variance is favorable (F). The $4,500 increase in
gross margin and the $3,790 increase in net operating income
are also favorable (F). Higher gross margin and net operating
income means that the organization was more profitable.
The logic for analyzing expense activity variances is the
opposite. She planned to spend $42,000 on cost of goods sold.
However, she sold additional units, so her projected cost of
goods sold increased to $45,000. The $3,000 in increased cost
of goods so ld e xpense is unf avorable (U). The activity
variances for fixed costs are zero since the same cost formulas
are used for the planning and flexible budget. The activity
variances for the remaining variable or mixed costs will be
unfavorable if the actual quantity is higher than the planned"
Principles-of-Managerial-Accounting-profitability::chunk_325,269,"unfavorable if the actual quantity is higher than the planned
quantity and favorable if the actual quantity is lower than the
planned quantity.
Caution must be e xercised when analyzing activity
variances. Variable and mixed costs are assumed to increase and
decrease in relation to sales quantity. For example, Healthy
Mats sold 50 more units than they had planned. Each unit
was shipped to the customer. Therefore, $600 in additional
shipping expenses is expected. If Healthy Mats had sold 50
units less than planned, variable and mixed expenses would
be lower on the flexible budget.Although lower expenses are
considered favorable, selling fewer units is not favorable for the
organization overall.
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 253"
Principles-of-Managerial-Accounting-profitability::chunk_326,270,"Analyzing revenue and spending
variances LO7
Revenue and spending variances are the difference between the
flexible budget and the actual financial results. The flexible
budget and actual results are based on the same sales quantity,
so they are comparable. Revenue and spending variances are
used to evaluate how well the organization achieved revenue,
cost, and profit targets. To calculate the revenue and spending
variances, subtract the flexible budget amount and the actual
amount. All variances are shown as positive numbers even if
the resulting c alculation is negativ e. For example, refer to
Exhibit 7-9. The rev enue variance for sales is $112,500 –
111,250 = $1,250, the cost of goods sold activity variance is
$45,000 – 45,900 = $900, and so forth.
Revenue and spending variances are classified as favorable if
the organization achieved its revenue, cost, and profit targets"
Principles-of-Managerial-Accounting-profitability::chunk_327,270,"the organization achieved its revenue, cost, and profit targets
and unfavorable if it did not achieve these goals. In Exhibit 7-9,
the flexible budget projected sales revenue of $112,500, but
the actual revenue was $1,250 less. This decrease in revenue
is unfavorable. The organization misse d its revenue target.
Amara would use this information to investigate the cause of
the revenue variance and make corrections as required. She
may find that she offered coupon codes in December to boost
sales and did not ac count for this when she prep ared the
revenue cost formulas for the budget. Alternatively, she may
find that the customer service representative offered discounts
254 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_328,271,"due to shipping delays. In this case, Amara would need to
investigate the delays and take corrective action if possible.
The logic used to analyze spending variances is the opposite
of the logic used for revenue variances. For example, cost of
goods sold was $900 more than proje cted on the fle xible
budget. An inc rease in an e xpense is unf avorable. Amara
would use this information to determine if the increased cost
was due to unforeseen production issues or if the increase was
permeant, such as an increase in raw materials or labor costs.
Depending on the c ause, she might try to reso lve the
production issues or increase her variable cost per unit for the
cost of goods sold cost formula.
Overall, the rev enue variance for net inc ome is $2,780
unfavorable. Health y M ats did not me et the rev enue or
spending targets they projected for a sales level of 750 units."
Principles-of-Managerial-Accounting-profitability::chunk_329,271,"spending targets they projected for a sales level of 750 units.
As mentioned above, the cause of each revenue and spending
variance should be investigated, and corrective action should
be taken when possible. If it is determined that the cause of the
variance is long-term or permeant, then the revenue formulas
or cost formulas used for budgeting should be updated.
Video Illustration 7-4:
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 255"
Principles-of-Managerial-Accounting-profitability::chunk_330,272,"Preparing flexible budget
performance evaluation
report and analyzing the
variances LOs5,6,7
For this illustration, assume that Vera wants to
analyze activity variances as well as the spending
and revenue variances found when the planning
budget, flexible budget, and actual results are
compared. Prepare a flexible budget
performance evaluation report detailing these
variances.
Exhibit 7-9 Preparing flexible budget
performance evaluation report and
analyzing the variances video explanation
256 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_331,273,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+Video+Illustration+7-4/1_tnuddxoy
Check your understanding LO5
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 257"
Principles-of-Managerial-Accounting-profitability::chunk_332,274,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-114
Practice Video Problems
The chapter concepts are applied to
comprehensive business scenarios in the below
Practice Video Problems.
Practice Video Problem 7-1:
Preparing a planning budget
LO2
Wanda Wallace owns ReStore a furniture repair
and restoration shop. Her sales have increased
recently due to a renewed interested in
reclaimed and restored furniture made popular
258 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_333,275,"on cable television. While the number of
furniture repairs has steadily increased, Wanda is
concerned that profits are not increasing at the
same pace. She decided to prepare a planning
budget for March to set revenue and expense
targets for the shop. She expects to repair 120
pieces of furniture during March. She developed
the following revenue formula and cost formulas
for the shop.
Required 1: Prepare ReStore’s planning
budgeted income statement for March.
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 259"
Principles-of-Managerial-Accounting-profitability::chunk_334,276,260 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION
Principles-of-Managerial-Accounting-profitability::chunk_335,277,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+PVP+7-1/0_a1l28y7f
Practice Video Problem 7-2:
Preparing a flexible budget
LO4
The March planning budget for Wanda’s
furniture repair shop, ReStore, was prepared in
the first practice video problem. On April 1st the
actual results for the month of March were
available. She originally planned to repair 120
pieces of furniture during March but she actually
repaired 145 pieces of furniture. Using the
revenue formula and cost formulas for the shop,
prepare a flexible budget for March.
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 261"
Principles-of-Managerial-Accounting-profitability::chunk_336,278,"Required 1: Prepare ReStore’s flexible budget
for March.
262 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_337,279,FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 263
Principles-of-Managerial-Accounting-profitability::chunk_338,280,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+PVP+7-2/0_x2wl38sl
Practice Video Problem 7-3:
Prepare a flexible budget
performance evaluation
report and analyze the
variances LOs 5,6,7
The March planning budget and flexible budget
for Wanda’s furniture repair shop, ReStore, were
prepared in the first two practice video problems.
On April 1st the actual results for the month of
March were available. She originally planned to
repair 120 pieces of furniture during March but
she actually repaired 145 pieces of furniture.
264 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_339,281,"Required 1: Using the data provided from the
first two practice video problems prepare a
flexible budget performance evaluation report
and analyze the variances.
Click icon or go to https://uc.mediaspace.kaltura.com/
media/7+Flexible+PVP+7-3/0_d7t0koh8
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 265"
Principles-of-Managerial-Accounting-profitability::chunk_340,282,"Review Questions
Review questions reinforce the chapter content.
Review 7-1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-116
Review 7-2
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
266 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_341,283,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-113
Review 7-3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-110
Review 7-4
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-115
Review 7-5
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 267"
Principles-of-Managerial-Accounting-profitability::chunk_342,284,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-118
Review 7-6
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-119
Homework Questions
Homework questions can be used for additional
268 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_343,285,"practice or can be assigned in an academic setting.
Full feedback is not available online. Homework
questions can be assigned, with auto-grading and
export, to specific learning management platforms,
e.g., Canvas, Blackboard, etc. Contact the author for
details.
Homework 7-1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-109
Homework 7-2
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 269"
Principles-of-Managerial-Accounting-profitability::chunk_344,286,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-108
Homework 7-3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-185
Homework 7-4
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=101#h5p-186
270 | FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION"
Principles-of-Managerial-Accounting-profitability::chunk_345,287,FLEXIBLE BUDGETING AND PERFORMANCE EVALUATION | 271
Principles-of-Managerial-Accounting-profitability::chunk_346,288,"8.
STANDARD COSTS AND
VARIANCE ANALYSIS
272 | STANDARD COSTS AND VARIANCE ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_347,289,"Learning Objectives LO
LO1 Describe the purpose of standard costs used for
manufacturing costs
STANDARD COSTS AND VARIANCE ANALYSIS | 273"
Principles-of-Managerial-Accounting-profitability::chunk_348,290,"LO2 Compute the direct materials price and quantity
variances and explain their significance
LO3 Compute the direct labor rate and efficiency
variances and explain their significance
LO4 Compute the variable manufacturing overhead
rate and efficiency variances and explain their
significance
Purpose of standard costs LO1
Standards are cost or revenue targets used to make financial
projections and ev aluate performance. The cost formulas
used for budgeting are considered standards. Standards set
forth the expected revenue or cost for a particular item. For
example, if the cost formula for supplies is $3 per unit ($3Q),
it is also considered the standard cost for supplies. Managers
can use the standard cost formula to make projections about
supplies expense or to evaluate the actual amount spent on
supplies.
All manufacturing and the costs associated with providing"
Principles-of-Managerial-Accounting-profitability::chunk_349,290,"supplies.
All manufacturing and the costs associated with providing
services should have established standard cost targets. This
chapter focuses on standard costs and standard cost variances
related to variable manufacturing costs. Manufacturing costs,
or the cost incurred to manufacture a product for resell, are
274 | STANDARD COSTS AND VARIANCE ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_350,291,"also kno wn as product c osts. As discusse d in previous
chapters, three categories comprise total product cost—direct
material, direct labor, and manufacturing overhead. Standard
costs are established for all three categories of product costs.
Standards for variable manufacturing costs include both
quantity and pric e standards. The quantity standard
establishes how much of an input is needed to make a product
or provide a service. The price standard specifies how much
each quantity of input should cost. These standards can be
used to make financial proje ctions and to ev aluate
performance b y c omparing the standards to actual
performance at the end of the period. An y disc repancy
between the standard and actual costs is known as a variance.
Standard variances are considered a red flag for management to
investigate and determine their cause."
Principles-of-Managerial-Accounting-profitability::chunk_351,291,"Standard variances are considered a red flag for management to
investigate and determine their cause.
Direct material and dire ct labor are c onsidered variable
manufacturing costs, since the total amount for these costs
changes based on production. M anufacturing overhead is
typically a mixed cost consisting of a v ariable and a fix ed
component. Fixed manufacturing overhead is, by definition,
fixed and should not change as long as production remains
within the relevant range. The fixed portion of manufacturing
overhead is analyzed by comparing the projected or budgeted
amount of fixed manufacturing overhead to the actual amount
of fixed overhead incurred using the same process presented in
the flexible budgeting chapter. The total amount of variable
manufacturing overhead changes based on production so it
STANDARD COSTS AND VARIANCE ANALYSIS | 275"
